"GEO_ID","NAME","B28002_001E","B28002_001M","B28002_002E","B28002_002M","B28002_003E","B28002_003M","B28002_004E","B28002_004M","B28002_005E","B28002_005M","B28002_006E","B28002_006M","B28002_007E","B28002_007M","B28002_008E","B28002_008M","B28002_009E","B28002_009M","B28002_010E","B28002_010M","B28002_011E","B28002_011M","B28002_012E","B28002_012M","B28002_013E","B28002_013M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!With an Internet subscription","Margin of Error!!Total:!!With an Internet subscription","Estimate!!Total:!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Broadband of any type","Margin of Error!!Total:!!With an Internet subscription!!Broadband of any type","Estimate!!Total:!!With an Internet subscription!!Cellular data plan","Margin of Error!!Total:!!With an Internet subscription!!Cellular data plan","Estimate!!Total:!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Margin of Error!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Estimate!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Satellite Internet service","Margin of Error!!Total:!!With an Internet subscription!!Satellite Internet service","Estimate!!Total:!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Other service with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Other service with no other type of Internet subscription","Estimate!!Total:!!Internet access without a subscription","Margin of Error!!Total:!!Internet access without a subscription","Estimate!!Total:!!No Internet access","Margin of Error!!Total:!!No Internet access"
"0500000US01003","Baldwin County, Alabama","82325","3231","71538","3567","186","243","71352","3555","65447","3359","14329","2418","52864","3252","4428","1185","8344","1879","819","484","0","206","1866","916","8921","1709"
"0500000US01015","Calhoun County, Alabama","44636","2010","35353","2291","0","206","35353","2291","29979","2297","6770","1462","26201","2045","4444","1155","3152","888","869","535","0","206","1311","631","7972","1519"
"0500000US01043","Cullman County, Alabama","32090","1233","26391","1388","68","120","26323","1391","23850","1491","7985","1410","16194","1699","1910","761","3277","923","229","177","0","206","705","397","4994","1039"
"0500000US01049","DeKalb County, Alabama","24880","1347","20475","1467","82","137","20393","1453","18978","1554","5984","1250","13189","1338","1075","430","1801","670","302","207","12","20","196","127","4209","964"
"0500000US01051","Elmore County, Alabama","30712","1330","26051","1658","56","95","25995","1677","22553","1667","3691","1005","20835","1824","3124","909","1895","726","197","305","76","88","527","306","4134","1209"
"0500000US01055","Etowah County, Alabama","40053","1930","32403","1969","60","94","32343","1977","29209","2002","8711","1639","20792","1962","2489","693","4368","1153","343","210","0","206","851","489","6799","1180"
"0500000US01069","Houston County, Alabama","39761","1040","33615","1104","60","47","33555","1105","31185","1124","8648","970","23679","948","2111","391","2428","462","126","81","0","206","729","245","5417","663"
"0500000US01073","Jefferson County, Alabama","264753","3376","222696","4170","599","455","222097","4136","202178","3984","45564","4380","166777","5672","17374","2500","19064","1959","1271","598","137","118","7760","1440","34297","3152"
"0500000US01077","Lauderdale County, Alabama","38761","1573","29012","2095","184","178","28828","2131","25561","2117","6766","1272","20398","2135","3035","1143","2338","742","186","196","36","62","2310","1056","7439","1396"
"0500000US01081","Lee County, Alabama","64448","1810","54722","2315","55","100","54667","2314","51910","2274","7157","1545","44364","2745","2173","865","5947","1848","383","317","100","172","2318","1124","7408","1551"
"0500000US01083","Limestone County, Alabama","32020","1530","29635","1501","85","103","29550","1509","25592","1565","4763","1180","22853","1760","3276","872","3373","957","469","396","0","206","392","243","1993","568"
"0500000US01089","Madison County, Alabama","155878","2604","140312","3213","392","375","139920","3265","124816","3349","14137","1962","119621","3632","11596","2609","10983","2068","2952","1339","0","206","4110","1231","11456","1719"
"0500000US01095","Marshall County, Alabama","35330","1274","30127","1682","17","17","30110","1678","28709","1642","6088","1039","22420","1530","1185","392","1928","550","110","128","75","122","768","432","4435","850"
"0500000US01097","Mobile County, Alabama","155946","2876","125137","3370","2283","1003","122854","3610","113014","3860","29325","3041","85228","3858","7290","1414","13506","2005","1328","565","76","124","3321","1110","27488","2399"
"0500000US01101","Montgomery County, Alabama","88864","2242","74951","2481","117","136","74834","2476","70476","2540","8576","1450","64056","2901","4049","1077","3525","877","153","156","0","206","2864","920","11049","1779"
"0500000US01103","Morgan County, Alabama","46470","1676","36139","2134","0","206","36139","2134","26573","2061","6442","1244","25918","2076","7335","1540","4582","1058","2231","1029","0","206","3389","1043","6942","1368"
"0500000US01115","St. Clair County, Alabama","32829","1261","27870","2032","415","396","27455","2072","25207","2143","4869","1404","20838","1974","1966","803","3386","1315","173","263","0","206","1450","777","3509","1393"
"0500000US01117","Shelby County, Alabama","84048","1602","76487","1980","94","156","76393","1948","69694","2268","9162","1604","63739","2325","5676","1250","6875","1177","567","428","0","206","1491","632","6070","1250"
"0500000US01121","Talladega County, Alabama","30602","1841","25238","1752","0","206","25238","1752","21247","1926","5802","1346","16750","1803","3482","1111","3789","1131","446","493","0","206","222","193","5142","980"
"0500000US01125","Tuscaloosa County, Alabama","74259","2679","64135","2987","48","82","64087","2979","60728","3251","10602","1839","50281","2982","2708","879","5452","1152","481","304","0","206","1517","801","8607","1617"
"0500000US01127","Walker County, Alabama","25153","1223","19493","1516","0","206","19493","1516","18186","1525","5307","970","12162","1441","1201","506","2915","872","106","116","0","206","375","279","5285","1153"
"0500000US02020","Anchorage Municipality, Alaska","105198","2489","97690","2704","89","109","97601","2709","92857","2987","17629","2445","77482","2798","4595","1198","5289","1687","0","163","111","132","1748","879","5760","1294"
"0500000US02090","Fairbanks North Star Borough, Alaska","35556","1761","32254","2062","192","235","32062","2081","28089","1892","8079","1774","22764","1910","3797","1261","1925","888","52","85","0","163","285","265","3017","1039"
"0500000US02170","Matanuska-Susitna Borough, Alaska","32736","739","29012","870","78","132","28934","920","26954","924","5082","832","23093","1127","1812","491","1507","407","68","73","0","163","601","241","3123","535"
"0500000US04001","Apache County, Arizona","20925","946","7315","1040","46","56","7269","1029","6150","949","1445","452","4934","1050","717","275","1004","325","313","213","0","218","1012","613","12598","1015"
"0500000US04003","Cochise County, Arizona","51982","1532","42897","1900","33","28","42864","1900","39286","1883","4828","990","34420","2094","2585","625","4508","786","874","423","33","56","750","429","8335","1724"
"0500000US04005","Coconino County, Arizona","48993","2018","39713","1921","0","218","39713","1921","34755","2047","4830","1165","31115","1922","3355","1145","4379","997","872","418","240","277","1366","603","7914","1188"
"0500000US04013","Maricopa County, Arizona","1611722","9030","1438148","10497","2784","689","1435364","10435","1286498","12694","174296","6076","1203288","10681","124671","7308","127127","6726","12283","2326","1055","638","39315","3821","134259","6217"
"0500000US04015","Mohave County, Arizona","91095","3289","76612","3574","94","139","76518","3584","66252","3396","11086","2112","58953","3070","7675","1404","9014","1621","1367","642","190","198","2383","770","12100","1999"
"0500000US04017","Navajo County, Arizona","38732","1795","25599","1719","323","244","25276","1755","20618","1471","4748","929","18317","1518","3866","981","2851","778","622","337","0","218","714","383","12419","1149"
"0500000US04019","Pima County, Arizona","410404","5277","363257","5770","1038","452","362219","5846","330305","5484","55898","3837","287087","6126","26760","2640","29062","2289","2793","848","658","485","8102","1250","39045","2935"
"0500000US04021","Pinal County, Arizona","153413","3559","136392","3687","122","129","136270","3678","121697","3654","19259","2482","103681","3676","9815","1779","20161","2419","3728","1313","49","83","3062","1156","13959","1987"
"0500000US04025","Yavapai County, Arizona","102784","2449","90219","3114","717","418","89502","3124","79096","3045","13075","2090","68212","3691","7369","1521","11841","1835","1848","751","261","192","2331","880","10234","2069"
"0500000US04027","Yuma County, Arizona","74042","2409","60840","2791","182","176","60658","2759","54929","2727","11909","2402","45928","3059","4817","1292","8567","1935","439","314","113","204","1812","745","11390","1471"
"0500000US05007","Benton County, Arkansas","100749","1952","89530","2264","172","175","89358","2267","83534","2424","10046","1555","75834","2687","4977","1116","5172","959","279","195","0","206","1264","731","9955","1431"
"0500000US05031","Craighead County, Arkansas","41409","1584","36586","1667","132","159","36454","1639","33361","1935","8345","1857","26600","2176","2897","1094","2182","735","76","81","40","69","1060","695","3763","1065"
"0500000US05045","Faulkner County, Arkansas","47389","1263","44222","1496","49","77","44173","1518","41917","1504","6154","1231","35997","2118","1908","507","3788","1245","233","276","0","206","751","438","2416","761"
"0500000US05051","Garland County, Arkansas","41743","1957","33812","2212","0","206","33812","2212","28750","2264","6137","1241","25447","2298","4495","1343","3365","864","282","213","142","153","1037","774","6894","1420"
"0500000US05069","Jefferson County, Arkansas","27593","1255","19083","1807","0","206","19083","1807","17376","1777","6659","1380","10686","1357","1423","623","2470","575","252","192","32","56","1446","669","7064","1581"
"0500000US05085","Lonoke County, Arkansas","26052","1344","22489","1537","36","63","22453","1523","21801","1475","5394","1186","15908","1520","596","311","2095","585","56","79","0","206","665","538","2898","797"
"0500000US05119","Pulaski County, Arkansas","158000","3302","132112","4085","371","308","131741","4041","116364","4221","27734","3112","97257","4242","13361","2337","10615","1750","1333","767","0","206","2559","1027","23329","2814"
"0500000US05125","Saline County, Arkansas","45455","1550","39199","1976","0","206","39199","1976","35343","1985","10843","1571","25140","2191","3136","1042","5387","1093","573","533","0","206","607","586","5649","1225"
"0500000US05131","Sebastian County, Arkansas","51384","1786","40313","2340","94","155","40219","2368","36386","2582","6640","1517","31657","2342","3640","1016","3738","1102","193","186","0","206","1505","838","9566","1685"
"0500000US05143","Washington County, Arkansas","89249","2141","75386","2671","170","211","75216","2692","70309","2696","10185","2131","59368","2787","3842","930","6395","1570","413","276","0","206","2758","1017","11105","2344"
"0500000US05145","White County, Arkansas","28621","1565","22361","1877","55","84","22306","1866","20050","1736","9127","1449","12006","1780","1944","820","1516","643","269","248","43","104","544","405","5716","950"
"0500000US06001","Alameda County, California","585632","3709","531429","5593","786","390","530643","5550","505705","5489","46187","3190","473712","6185","21926","2198","26962","2396","1706","566","704","374","8953","1383","45250","4220"
"0500000US06007","Butte County, California","77651","1790","69632","2270","55","89","69577","2247","62964","2397","7794","1394","54107","2631","4356","895","8978","1397","1723","671","19","31","1408","620","6611","1382"
"0500000US06013","Contra Costa County, California","399792","2910","378254","3847","590","342","377664","3856","357591","4259","35945","3354","332626","4898","18121","2060","24529","2544","927","450","0","216","4439","1202","17099","2502"
"0500000US06017","El Dorado County, California","74216","2393","67993","2543","0","216","67993","2543","62885","2425","7255","1367","53915","2586","3779","1032","8772","1519","1196","751","133","151","846","544","5377","1380"
"0500000US06019","Fresno County, California","315974","2193","260191","4312","717","443","259474","4281","237340","4577","44972","3748","201378","5309","19567","2814","26017","2506","1694","791","119","122","7606","1540","48177","3558"
"0500000US06023","Humboldt County, California","55692","1614","49508","1986","8","14","49500","1987","42085","2203","7376","1495","35760","1913","6047","1464","5302","1280","1266","809","62","94","622","347","5562","1036"
"0500000US06025","Imperial County, California","48182","1865","40601","2015","72","126","40529","2008","39415","2060","7750","1440","30216","2330","1001","590","3749","1375","113","115","0","216","874","622","6707","1421"
"0500000US06029","Kern County, California","272888","3419","227892","4382","288","242","227604","4364","209489","5145","47391","4337","168068","5242","14867","2560","21544","2322","2093","748","206","225","6248","1643","38748","3447"
"0500000US06031","Kings County, California","44761","1150","38009","1589","113","183","37896","1567","27269","1898","3761","1042","32061","2088","10038","2017","3025","848","469","341","0","216","748","490","6004","1112"
"0500000US06033","Lake County, California","25968","1699","21254","1946","303","455","20951","2041","16097","1884","3616","1372","14761","1859","4035","1191","2759","767","714","388","0","216","242","176","4472","1240"
"0500000US06037","Los Angeles County, California","3328398","9311","2937441","11964","4851","1002","2932590","11930","2690116","12292","376684","8528","2453561","13667","203244","6224","285112","9080","12542","1764","966","327","76162","5179","314795","7794"
"0500000US06039","Madera County, California","44387","1836","38475","1839","173","162","38302","1855","34783","1642","8716","1768","27021","2262","2707","769","3301","809","433","354","42","72","1135","627","4777","1107"
"0500000US06041","Marin County, California","105298","1492","97494","2571","173","208","97321","2598","90474","2705","7998","1384","87235","2966","6355","1318","4283","963","64","56","7","12","1650","715","6154","1863"
"0500000US06045","Mendocino County, California","34478","1479","28687","1598","47","66","28640","1605","24288","1845","2954","807","20776","1735","3038","871","5967","1092","1160","621","0","216","824","564","4967","1087"
"0500000US06047","Merced County, California","80645","1718","72892","2234","123","121","72769","2248","68843","2329","13503","1878","54003","2889","3064","905","6841","1413","771","434","36","68","785","473","6968","1421"
"0500000US06053","Monterey County, California","128227","2197","114213","2670","41","69","114172","2675","108226","2438","23549","2318","85270","3180","4269","811","11110","1382","635","349","123","143","2128","690","11886","1722"
"0500000US06055","Napa County, California","48107","1441","43598","1635","70","83","43528","1633","40093","1617","4731","911","35705","1736","2605","720","4806","886","577","278","118","122","1152","546","3357","1000"
"0500000US06057","Nevada County, California","39365","2247","35139","2142","168","200","34971","2150","30862","2220","3677","1156","27107","2196","3213","1012","6480","1309","649","338","83","138","774","460","3452","983"
"0500000US06059","Orange County, California","1044280","6750","971748","7551","1357","458","970391","7644","882235","8654","96371","4991","847668","9984","82227","5222","77527","4107","3103","820","173","177","13264","2211","59268","4050"
"0500000US06061","Placer County, California","147236","1902","135562","2387","114","139","135448","2399","126622","2762","8190","1325","120088","2707","6330","1113","17858","2084","1266","529","297","278","2703","816","8971","1731"
"0500000US06065","Riverside County, California","734948","6129","665786","7100","677","461","665109","7132","596343","7952","74573","4976","567303","7553","59358","4687","55437","3813","4471","1163","402","276","16422","2401","52740","3248"
"0500000US06067","Sacramento County, California","556752","2991","510034","4889","1136","444","508898","4904","472372","5477","57092","3720","434542","5736","31863","3119","43099","3258","1985","606","203","271","9968","1703","36750","3327"
"0500000US06071","San Bernardino County, California","644758","4633","570393","6955","599","266","569794","6919","488108","7881","69501","4180","471192","7112","75193","4828","54362","3560","4338","1216","433","337","23821","3019","50544","3502"
"0500000US06073","San Diego County, California","1132434","6683","1050738","8427","994","434","1049744","8366","976749","9492","97819","5859","919134","9416","65016","3903","79144","3819","3917","1013","592","464","18533","2232","63163","4631"
"0500000US06075","San Francisco County, California","365851","4759","328628","5499","450","283","328178","5529","312239","5900","28988","2761","293679","5341","13549","1880","11275","1479","693","411","47","78","7599","1754","29624","3001"
"0500000US06077","San Joaquin County, California","230241","2816","201572","3687","580","262","200992","3725","189999","3755","38137","3748","153802","4689","9328","1404","16328","1784","1131","595","66","108","4124","1097","24545","2685"
"0500000US06079","San Luis Obispo County, California","106512","2641","97838","2850","177","181","97661","2843","90227","2592","9834","1911","79561","3383","6123","1275","11401","2024","1167","765","57","96","2097","825","6577","1330"
"0500000US06081","San Mateo County, California","265003","2718","247325","3834","190","187","247135","3834","234036","3817","18951","2249","222994","3976","11585","1537","14057","1579","812","397","165","188","3140","874","14538","2179"
"0500000US06083","Santa Barbara County, California","146466","2271","133826","2430","272","242","133554","2353","125333","2487","16069","2401","113080","3132","7067","996","8273","1240","911","450","0","216","2909","770","9731","1715"
"0500000US06085","Santa Clara County, California","643637","4477","601764","5619","791","340","600973","5605","570548","6125","43756","3306","544617","5926","26954","1866","31898","2799","1837","695","292","218","9120","1435","32753","3334"
"0500000US06087","Santa Cruz County, California","97710","2076","88104","2614","120","146","87984","2581","81849","2868","9745","1976","74585","2883","5076","1009","7868","1388","420","456","155","165","2587","930","7019","1611"
"0500000US06089","Shasta County, California","72714","1501","61142","2000","412","240","60730","2013","52194","1968","7832","1460","45869","2113","6896","1304","10497","1422","994","466","134","126","2504","909","9068","1464"
"0500000US06095","Solano County, California","150393","1826","138897","2478","190","199","138707","2471","130325","2576","18088","2528","114884","3567","7410","1397","10956","1501","369","237","0","216","2031","849","9465","1713"
"0500000US06097","Sonoma County, California","190689","2478","178092","3174","939","411","177153","3222","161510","3572","15371","2180","153362","3485","13219","1843","15330","1676","1077","415","259","295","2433","856","10164","1748"
"0500000US06099","Stanislaus County, California","174698","2116","152467","2734","111","114","152356","2740","144781","2801","23667","3166","116059","3973","5427","1182","20389","2075","1393","519","116","144","2997","1157","19234","2497"
"0500000US06101","Sutter County, California","33039","731","27548","1251","128","141","27420","1236","25506","1456","3018","720","22932","1386","1425","633","2942","717","354","253","43","74","702","392","4789","1088"
"0500000US06103","Tehama County, California","25310","1013","22489","1201","226","251","22263","1242","19622","1372","3894","919","14216","1669","1911","831","4363","1238","473","310","153","198","350","344","2471","689"
"0500000US06107","Tulare County, California","144109","1768","119101","3469","221","215","118880","3429","101341","3991","19405","2417","88566","3730","13474","2433","15464","2202","3311","1430","322","314","2858","833","22150","3270"
"0500000US06111","Ventura County, California","268524","3070","241049","3545","674","486","240375","3538","224706","3614","19607","2316","214529","4295","14015","1980","13879","1388","957","525","164","135","5729","1209","21746","2547"
"0500000US06113","Yolo County, California","76075","1259","68652","1788","76","120","68576","1805","65637","1843","12040","2025","54260","2140","2103","697","5227","1107","339","280","0","216","2610","855","4813","1192"
"0500000US06115","Yuba County, California","26827","921","24438","958","126","153","24312","979","22051","1210","5485","1293","16561","1428","1549","640","2801","839","689","537","23","40","56","93","2333","807"
"0500000US08001","Adams County, Colorado","171977","1803","155256","2644","306","225","154950","2610","144899","2751","20812","2597","129041","3478","8077","1236","10880","1494","1426","912","82","137","2226","921","14495","2074"
"0500000US08005","Arapahoe County, Colorado","246302","1972","230583","2707","650","304","229933","2735","213492","3125","22880","2583","200507","3610","14104","2007","13642","1627","466","246","522","440","4686","1197","11033","1943"
"0500000US08013","Boulder County, Colorado","131854","2047","122742","2320","290","264","122452","2294","115356","2364","10102","2043","108272","2727","6259","1073","7712","1555","366","224","70","84","3146","967","5966","1155"
"0500000US08014","Broomfield County, Colorado","28062","748","26464","871","76","96","26388","881","24787","964","1490","663","24372","1093","1459","533","1788","564","104","155","0","206","927","440","671","344"
"0500000US08031","Denver County, Colorado","318445","3441","291854","4259","479","401","291375","4306","272340","5342","30048","3703","254018","4606","17201","3158","14340","1990","384","209","50","85","7697","1559","18894","2802"
"0500000US08035","Douglas County, Colorado","127476","1510","123745","1743","130","136","123615","1789","117565","2142","6596","1275","112454","2405","5424","1199","10654","1375","337","237","0","206","1195","481","2536","903"
"0500000US08041","El Paso County, Colorado","265798","2654","247707","3342","757","360","246950","3382","219543","4316","27238","2909","210368","4514","24785","2908","18411","2165","1118","522","30","49","3893","1048","14198","2015"
"0500000US08059","Jefferson County, Colorado","236496","1962","218501","2954","263","244","218238","2950","200002","3063","17698","2351","193823","3884","16267","1779","15427","1616","1095","527","0","206","4025","1234","13970","2042"
"0500000US08069","Larimer County, Colorado","146638","1931","135272","2566","577","392","134695","2569","121491","3169","13360","2374","113422","3384","11455","1954","12553","1582","747","392","167","251","4521","1084","6845","1456"
"0500000US08077","Mesa County, Colorado","63644","1525","56757","2060","649","474","56108","2074","50509","2217","6277","1363","46557","2559","5014","1031","4249","967","366","153","0","206","619","389","6268","1552"
"0500000US08101","Pueblo County, Colorado","66111","1293","54465","1990","184","140","54281","1954","47543","2325","9220","1513","42811","1877","6127","1434","4757","884","442","290","0","206","1527","662","10119","1627"
"0500000US08123","Weld County, Colorado","111298","1402","100050","2301","27","48","100023","2295","93184","2329","9479","1424","82901","2616","5778","987","12455","1745","633","306","67","87","2307","694","8941","1766"
"0500000US09001","Fairfield County, Connecticut","340557","3374","310617","4264","388","274","310229","4302","278475","5304","29492","2991","277201","4814","30491","3143","10311","1542","242","182","138","133","5464","1437","24476","2666"
"0500000US09003","Hartford County, Connecticut","353234","3169","309578","4096","1055","561","308523","4071","273773","5465","39189","3103","259728","4963","30238","2956","14344","2215","3739","1461","210","159","9252","1924","34404","2559"
"0500000US09005","Litchfield County, Connecticut","73969","2002","66713","2467","306","207","66407","2469","56130","2633","6944","1064","58275","2454","9934","1819","3068","799","33","54","0","213","1167","548","6089","1090"
"0500000US09007","Middlesex County, Connecticut","66884","2293","58978","2431","302","333","58676","2404","49382","2635","5094","1150","52235","2274","8650","1566","3188","1045","263","298","0","213","1917","783","5989","1186"
"0500000US09009","New Haven County, Connecticut","329006","3626","286444","4378","1036","569","285408","4249","250493","4727","33500","3022","247591","4332","32765","2873","9585","1603","583","388","117","130","6317","1550","36245","2868"
"0500000US09011","New London County, Connecticut","109752","1830","97621","2631","127","124","97494","2615","89602","2755","10261","1921","85142","3100","7157","1409","4907","1068","156","144","0","213","1500","597","10631","1816"
"0500000US09013","Tolland County, Connecticut","56749","1338","51330","1865","176","191","51154","1873","46041","2012","3761","922","46481","1974","4781","1184","1764","573","73","120","0","213","1703","807","3716","1299"
"0500000US09015","Windham County, Connecticut","47015","1253","41674","1631","139","147","41535","1639","37695","1934","3871","1079","36064","1813","3585","1000","2842","918","85","138","129","159","915","563","4426","1127"
"0500000US10001","Kent County, Delaware","68023","1807","60468","2073","107","126","60361","2062","54620","2373","9418","1772","48533","2184","4576","1110","3138","795","747","453","0","203","1010","491","6545","1409"
"0500000US10003","New Castle County, Delaware","211592","2204","191146","3311","80","100","191066","3310","177514","3837","21623","2512","166213","3540","12617","1987","5788","1215","281","249","112","184","6789","1435","13657","2334"
"0500000US10005","Sussex County, Delaware","96624","2680","82864","3262","243","230","82621","3272","76705","3251","11961","1775","66798","3099","5315","852","5368","957","368","202","64","106","1542","612","12218","1913"
"0500000US11001","District of Columbia, District of Columbia","291570","3959","255110","5408","664","506","254446","5414","240688","5665","24201","2776","227059","5024","13320","2125","7279","1432","285","240","0","218","7606","1638","28854","3230"
"0500000US12001","Alachua County, Florida","103024","2847","91042","2978","350","319","90692","2916","84507","2861","12464","2359","74149","3320","5944","1639","6144","1310","89","107","0","234","3544","845","8438","1695"
"0500000US12005","Bay County, Florida","69195","2744","61465","3002","108","137","61357","2984","56277","2983","9866","2063","49163","2717","4402","1147","3341","977","194","185","0","234","1216","561","6514","1696"
"0500000US12009","Brevard County, Florida","230043","4772","207156","4840","460","350","206696","4819","182966","4826","20819","2344","180050","5513","20704","2552","13830","1881","1447","658","0","234","4338","1221","18549","2309"
"0500000US12011","Broward County, Florida","705472","7707","622173","8249","525","315","621648","8296","572170","8272","73747","5174","532636","8729","42111","4228","50432","4668","2388","923","622","392","19391","2996","63908","5012"
"0500000US12015","Charlotte County, Florida","76589","3272","67434","3446","41","67","67393","3442","60543","3656","8728","1520","56384","3131","5848","1245","5140","1008","414","329","40","64","1374","530","7781","1423"
"0500000US12017","Citrus County, Florida","64448","2659","55736","2853","355","288","55381","2876","46571","2820","6534","1540","45862","3120","7774","1237","3195","868","596","400","331","527","1757","908","6955","1300"
"0500000US12019","Clay County, Florida","75793","1945","71165","2250","76","103","71089","2252","67970","2486","7602","1588","58715","2511","2679","905","6967","1556","304","350","86","161","1137","746","3491","1031"
"0500000US12021","Collier County, Florida","140578","5062","125181","5289","395","465","124786","5170","115195","5092","12461","1973","110395","5107","8799","1582","7101","1716","174","217","0","234","4900","1166","10497","2300"
"0500000US12023","Columbia County, Florida","25240","1483","20768","1728","47","80","20721","1729","19072","1779","4612","929","13049","1466","1457","534","2811","834","99","135","0","234","1094","723","3378","1146"
"0500000US12031","Duval County, Florida","368668","4596","326108","5514","167","169","325941","5493","291594","6949","63975","5186","252772","6322","31140","3935","17606","2247","1499","641","68","111","9240","2060","33320","3665"
"0500000US12033","Escambia County, Florida","120618","3101","101562","3579","226","181","101336","3616","92544","3721","9808","1700","88567","3571","7808","1401","6534","1307","610","410","26","44","2099","888","16957","2207"
"0500000US12035","Flagler County, Florida","44464","1735","33952","1885","0","234","33952","1885","28592","1893","4974","1134","26963","2180","4375","1012","3157","681","341","248","331","530","6489","1553","4023","1019"
"0500000US12053","Hernando County, Florida","78755","1776","71311","2037","50","84","71261","2048","60303","2571","7500","1328","59855","2561","9483","1690","5975","1352","748","520","208","228","1680","711","5764","1209"
"0500000US12055","Highlands County, Florida","43351","2443","34105","2548","99","159","34006","2551","25055","2084","5157","1115","26498","2276","7296","1541","4020","877","631","339","0","234","806","499","8440","1495"
"0500000US12057","Hillsborough County, Florida","541584","4189","493267","5071","283","237","492984","5045","466572","5588","65535","3832","415018","5645","23519","1855","18330","2053","981","433","676","353","9595","1883","38722","3248"
"0500000US12061","Indian River County, Florida","63917","2654","54014","2859","272","231","53742","2871","44288","2828","6076","1143","45078","2691","8490","1867","4623","1139","348","271","0","234","1618","909","8285","1798"
"0500000US12069","Lake County, Florida","139192","3527","121845","4048","181","169","121664","4056","108171","4105","11380","1844","104473","4536","11204","1860","12770","1814","903","562","0","234","3228","1253","14119","2791"
"0500000US12071","Lee County, Florida","286887","5798","258030","6330","322","239","257708","6318","239472","6254","32487","3174","217867","6094","15857","2190","16704","1935","923","583","118","149","7572","1229","21285","2942"
"0500000US12073","Leon County, Florida","116283","2781","103567","3245","0","234","103567","3245","94918","3372","11000","1792","91115","3157","8269","1603","3305","764","277","204","62","106","1870","639","10846","1882"
"0500000US12081","Manatee County, Florida","145171","4572","127898","4933","228","197","127670","4947","114369","5183","9436","1666","115833","4818","12199","1917","4572","1033","430","326","0","234","6546","1706","10727","2007"
"0500000US12083","Marion County, Florida","145622","4007","128369","3925","767","581","127602","3961","110982","4776","12890","2033","102553","4150","13335","2378","14153","2012","1401","565","0","234","3024","1387","14229","2474"
"0500000US12085","Martin County, Florida","65014","2055","57042","2405","0","234","57042","2405","50899","2436","7150","1526","47107","2620","5388","1295","4252","1747","408","333","0","234","2078","742","5894","1570"
"0500000US12086","Miami-Dade County, Florida","912805","5898","734249","8380","860","392","733389","8457","648967","8508","98913","5986","617503","9877","77151","5701","61976","4167","2813","1004","863","640","39731","3983","138825","5410"
"0500000US12087","Monroe County, Florida","32839","2048","27954","1946","41","69","27913","1948","18241","1562","2071","592","25138","1889","9540","1481","1714","339","0","234","0","234","1173","679","3712","906"
"0500000US12089","Nassau County, Florida","35212","1465","31963","1488","0","234","31963","1488","29834","1591","6849","1573","22597","1692","1671","645","3845","1028","151","126","66","114","713","528","2536","845"
"0500000US12091","Okaloosa County, Florida","76097","2603","67954","2663","502","636","67452","2776","59324","2981","5283","1293","59809","2664","7677","1510","3822","1199","142","174","0","234","2017","886","6126","1542"
"0500000US12095","Orange County, Florida","457949","6978","413364","7483","316","206","413048","7472","393908","7419","48037","4441","355835","8746","17091","2305","22977","2711","1002","604","230","209","8549","2003","36036","4123"
"0500000US12097","Osceola County, Florida","111539","4304","97333","4716","393","312","96940","4723","86056","4990","12679","3086","81655","4757","10717","2321","6468","1643","101","132","0","234","3378","1474","10828","2644"
"0500000US12099","Palm Beach County, Florida","568915","6021","499502","6669","1016","491","498486","6544","443857","6656","64280","4330","419603","7297","48144","3705","34543","3098","2785","974","342","343","18236","2211","51177","4590"
"0500000US12101","Pasco County, Florida","212856","4410","185233","4617","300","211","184933","4586","153011","4943","18883","2215","158614","4197","30353","3386","9495","1532","897","488","148","201","8323","1545","19300","2534"
"0500000US12103","Pinellas County, Florida","395286","6581","344729","6071","542","280","344187","6065","312638","6107","40610","3641","299265","6047","29204","2487","12666","1838","1090","568","151","163","12489","1821","38068","3826"
"0500000US12105","Polk County, Florida","238629","5267","195796","5648","1167","644","194629","5568","179500","5704","36301","3408","151611","5498","13055","1816","10563","1333","1073","485","77","91","5619","1512","37214","3206"
