"GEO_ID","NAME","B28002_001E","B28002_001M","B28002_002E","B28002_002M","B28002_003E","B28002_003M","B28002_004E","B28002_004M","B28002_005E","B28002_005M","B28002_006E","B28002_006M","B28002_007E","B28002_007M","B28002_008E","B28002_008M","B28002_009E","B28002_009M","B28002_010E","B28002_010M","B28002_011E","B28002_011M","B28002_012E","B28002_012M","B28002_013E","B28002_013M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!With an Internet subscription","Margin of Error!!Total:!!With an Internet subscription","Estimate!!Total:!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Broadband of any type","Margin of Error!!Total:!!With an Internet subscription!!Broadband of any type","Estimate!!Total:!!With an Internet subscription!!Cellular data plan","Margin of Error!!Total:!!With an Internet subscription!!Cellular data plan","Estimate!!Total:!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Margin of Error!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Estimate!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Satellite Internet service","Margin of Error!!Total:!!With an Internet subscription!!Satellite Internet service","Estimate!!Total:!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Estimate!!Total:!!With an Internet subscription!!Other service with no other type of Internet subscription","Margin of Error!!Total:!!With an Internet subscription!!Other service with no other type of Internet subscription","Estimate!!Total:!!Internet access without a subscription","Margin of Error!!Total:!!Internet access without a subscription","Estimate!!Total:!!No Internet access","Margin of Error!!Total:!!No Internet access"
"0500000US17037","DeKalb County, Illinois","39330","1037","36418","1170","31","50","36387","1165","33703","1315","4332","1409","29699","1932","2432","794","3281","901","92","103","0","195","579","310","2333","525"
"0500000US17043","DuPage County, Illinois","342195","2951","318442","3993","280","222","318162","3978","297863","4273","25275","2466","286522","4224","18525","2288","16014","1982","300","197","480","593","5070","1164","18683","2215"
"0500000US17089","Kane County, Illinois","182223","2420","162493","3935","273","264","162220","3936","152588","4058","14962","2117","141541","4663","8294","1692","11591","1977","95","99","100","122","3510","1371","16220","2492"
"0500000US17091","Kankakee County, Illinois","39583","1246","31795","1604","62","90","31733","1586","28319","1535","3835","780","25355","1541","2508","800","3600","751","614","387","200","271","1276","534","6512","1225"
"0500000US17093","Kendall County, Illinois","41364","1022","38409","1789","0","195","38409","1789","37644","1740","2544","1160","32901","2564","522","424","5032","1336","190","183","0","195","1076","926","1879","1023"
"0500000US17097","Lake County, Illinois","247661","2713","227375","3664","267","167","227108","3644","213934","3508","21117","2420","202395","4241","11791","1565","11104","1438","733","363","0","195","3838","975","16448","2104"
"0500000US17099","LaSalle County, Illinois","45411","1145","37817","1838","48","81","37769","1843","33699","1793","5465","1122","28824","1999","3248","787","4747","739","630","347","79","113","727","287","6867","1019"
"0500000US17111","McHenry County, Illinois","112669","1850","106807","2221","432","345","106375","2236","100307","2177","10410","1797","90877","3167","5073","937","9168","1841","372","251","169","166","1172","599","4690","1162"
"0500000US17113","McLean County, Illinois","65118","1761","54044","1949","118","120","53926","1947","41788","2414","7314","1367","43694","2063","10632","2196","4049","943","1246","850","26","45","4517","1247","6557","1425"
"0500000US17115","Macon County, Illinois","42741","1439","32568","1979","154","174","32414","1984","23933","1776","5350","1001","25301","1933","8217","1414","2623","591","143","115","0","195","1191","554","8982","1774"
"0500000US17119","Madison County, Illinois","108104","2209","94370","2779","344","234","94026","2779","84824","3077","11760","1679","77648","3014","8401","1688","7333","1275","514","294","0","195","2938","911","10796","1602"
"0500000US17143","Peoria County, Illinois","73666","1750","62181","1968","387","266","61794","2040","50966","2249","10497","1739","48487","2354","10157","1595","4173","794","455","325","7","11","2167","870","9318","1435"
"0500000US17161","Rock Island County, Illinois","60618","1389","52538","1665","103","118","52435","1650","47171","1848","10480","1583","39911","1951","4701","995","2890","749","287","218","173","300","1215","492","6865","1157"
"0500000US17163","St. Clair County, Illinois","106156","2038","88633","2590","319","262","88314","2594","78252","2913","14779","2274","67705","3022","8165","2148","6668","1455","571","420","690","555","3491","1127","14032","2369"
"0500000US17167","Sangamon County, Illinois","83263","2028","66849","2435","99","97","66750","2446","57199","2467","9534","1636","53815","2271","8481","1403","5900","1175","361","249","138","172","5435","1472","10979","1656"
"0500000US17179","Tazewell County, Illinois","53127","1599","43645","1838","142","111","43503","1843","37074","2034","5793","928","35749","1967","5625","1110","2594","833","552","514","0","195","1125","371","8357","1465"
"0500000US17183","Vermilion County, Illinois","31154","1241","25054","1363","32","39","25022","1358","22630","1381","7901","1351","15256","1371","1857","579","2705","616","401","273","0","195","627","300","5473","1001"
"0500000US17197","Will County, Illinois","230136","2415","209148","3250","195","131","208953","3235","177151","4070","20993","2495","182336","3521","30393","2810","12267","1325","998","393","23","38","3466","902","17522","2029"
"0500000US17199","Williamson County, Illinois","27650","1173","22923","1432","0","195","22923","1432","21436","1412","6942","1317","14040","1397","1281","599","2537","590","80","118","66","111","370","311","4357","1097"
"0500000US17201","Winnebago County, Illinois","114833","2036","99830","2646","248","150","99582","2643","90926","2719","15083","2090","81069","2994","8013","1222","7117","1345","212","191","88","103","3254","968","11749","1802"
"0500000US18003","Allen County, Indiana","146280","2066","131803","2667","238","182","131565","2694","121422","3165","19240","2223","108168","3118","9653","1482","6834","1108","138","108","85","103","2193","598","12284","1742"
"0500000US18005","Bartholomew County, Indiana","30383","1357","27364","1505","43","77","27321","1504","24327","1461","4015","914","21283","1591","2320","767","2243","610","674","437","0","201","345","277","2674","854"
"0500000US18011","Boone County, Indiana","26803","621","23348","1102","0","201","23348","1102","21902","1112","1912","595","20400","1335","968","495","3299","1201","122","130","0","201","900","709","2555","972"
"0500000US18019","Clark County, Indiana","43704","1666","34400","2032","189","155","34211","2035","31693","2052","4745","1172","27146","2091","2134","704","3035","779","191","239","0","201","371","284","8933","1577"
"0500000US18035","Delaware County, Indiana","45640","1858","37910","1947","261","246","37649","1915","34795","1933","5520","1310","29805","2180","2482","784","3192","860","70","123","131","150","1405","745","6325","1463"
"0500000US18039","Elkhart County, Indiana","68553","2110","59891","2073","94","121","59797","2086","53632","2202","10437","1597","45807","2261","4832","1079","5004","1222","548","632","227","231","1002","614","7660","1131"
"0500000US18043","Floyd County, Indiana","28544","1205","23297","1377","48","81","23249","1378","21318","1383","2388","665","19608","1396","1626","564","1466","455","183","155","27","51","378","258","4869","1048"
"0500000US18053","Grant County, Indiana","27127","1116","22328","1435","0","201","22328","1435","19046","1479","4846","1062","15576","1535","2689","851","2661","769","300","340","62","71","1033","496","3766","877"
"0500000US18057","Hamilton County, Indiana","125328","1842","119281","2368","35","57","119246","2371","113656","2461","10624","2299","106027","3190","5009","1190","6517","1415","433","522","0","201","1883","972","4164","1268"
"0500000US18059","Hancock County, Indiana","28985","1185","25452","1746","69","123","25383","1736","22456","1765","2416","993","21990","1790","2533","920","1876","827","294","307","0","201","176","217","3357","1353"
"0500000US18063","Hendricks County, Indiana","61105","1414","56476","1625","454","338","56022","1702","51990","1840","4356","1107","50424","1842","3606","1163","6833","1927","37","63","0","201","1246","652","3383","974"
"0500000US18067","Howard County, Indiana","34151","1382","29427","1756","64","114","29363","1752","25172","1945","3993","931","23411","1623","3639","972","2393","631","433","306","0","201","926","711","3798","975"
"0500000US18081","Johnson County, Indiana","57160","1778","49814","2260","36","61","49778","2247","46301","2319","5120","1360","42099","2410","3078","854","4082","1082","318","246","0","201","1475","759","5871","1648"
"0500000US18085","Kosciusko County, Indiana","30991","1563","25904","1477","19","26","25885","1475","21592","1604","3752","859","19681","1440","3376","996","2784","718","264","178","224","338","808","398","4279","1055"
"0500000US18089","Lake County, Indiana","190135","3000","158996","3644","354","241","158642","3650","145241","3659","20686","2748","127798","3632","10990","1344","15192","2139","1080","478","327","300","4970","1233","26169","2763"
"0500000US18091","LaPorte County, Indiana","43100","1560","36039","1707","25","44","36014","1709","30648","1935","3005","581","29976","1875","4500","1096","3789","780","704","502","29","52","607","402","6454","1156"
"0500000US18095","Madison County, Indiana","51164","1512","42803","2074","179","127","42624","2069","37188","2335","5737","1115","34183","2087","4334","989","4145","955","562","378","57","71","714","344","7647","1460"
"0500000US18097","Marion County, Indiana","379451","3928","315234","5596","227","222","315007","5593","291726","5733","54852","4107","251045","5965","20007","2269","19465","2106","1142","471","83","96","9793","2183","54424","4723"
"0500000US18105","Monroe County, Indiana","54053","1871","48478","2097","125","150","48353","2108","43486","2066","4806","1028","41364","2557","4735","1334","2822","800","132","149","0","201","2469","632","3106","975"
"0500000US18109","Morgan County, Indiana","25863","1094","22905","1312","189","216","22716","1257","21131","1315","4313","1072","15975","1428","1069","462","3345","930","408","292","57","90","425","305","2533","755"
"0500000US18127","Porter County, Indiana","65305","1477","57535","1847","605","352","56930","1872","41641","2572","4101","987","50317","1989","14871","2147","3589","804","188","127","70","120","1256","559","6514","1286"
"0500000US18141","St. Joseph County, Indiana","105250","2172","83242","2867","265","168","82977","2887","75803","2908","11320","1679","68310","2646","6115","909","8450","1558","621","348","211","262","5954","1474","16054","2004"
"0500000US18157","Tippecanoe County, Indiana","73916","1531","61982","2198","88","93","61894","2211","56805","2291","16781","2155","43092","2385","4428","1233","2742","787","139","134","38","69","5083","1190","6851","1182"
"0500000US18163","Vanderburgh County, Indiana","75522","1922","65062","2533","0","201","65062","2533","56554","2741","9230","1448","53123","2504","7670","1601","3573","871","320","235","59","97","1268","638","9192","1453"
"0500000US18167","Vigo County, Indiana","42193","1619","36879","1708","21","35","36858","1703","33383","1767","7060","1354","27873","1859","3212","771","3062","843","154","133","52","62","888","481","4426","865"
"0500000US18177","Wayne County, Indiana","27561","1110","24169","1262","155","137","24014","1271","21152","1297","3870","944","18836","1394","2326","800","1886","599","322","236","75","120","337","286","3055","655"
"0500000US19013","Black Hawk County, Iowa","51869","1664","44578","1805","0","165","44578","1805","40737","1875","6417","1308","36582","1973","3567","799","2178","575","174","194","0","165","2051","681","5240","936"
"0500000US19049","Dallas County, Iowa","36878","1003","33459","1289","44","52","33415","1291","31199","1282","3109","886","28601","1551","1957","656","3544","915","127","140","58","100","1433","571","1986","547"
"0500000US19061","Dubuque County, Iowa","38345","1198","33425","1459","230","167","33195","1463","29472","1556","3719","808","26180","1501","3017","698","3874","660","373","198","0","165","1070","436","3850","953"
"0500000US19103","Johnson County, Iowa","60782","1869","54378","1961","253","248","54125","2012","51465","2030","4526","1185","48226","2204","2589","659","2815","855","24","40","0","165","2286","679","4118","1101"
"0500000US19113","Linn County, Iowa","93843","1458","83904","2087","325","237","83579","2094","66042","3169","11300","1718","70223","2453","16362","2313","5562","1083","635","364","0","165","2714","846","7225","1548"
"0500000US19153","Polk County, Iowa","197731","2137","171540","3725","519","441","171021","3768","160822","3753","21870","2527","141339","3887","8774","1530","15666","1869","950","541","74","120","6729","1368","19462","2710"
"0500000US19155","Pottawattamie County, Iowa","37344","950","30160","1600","80","98","30080","1588","27276","1682","3152","727","25946","1582","2654","723","1400","347","13","16","0","165","2344","831","4840","1062"
"0500000US19163","Scott County, Iowa","68534","1573","57993","1817","199","146","57794","1807","55061","1889","7247","1224","48580","1998","2407","627","4018","833","237","147","0","165","2051","677","8490","1196"
"0500000US19169","Story County, Iowa","39168","1083","29660","1613","337","294","29323","1562","27106","1703","2692","1066","25213","1768","1950","672","2183","649","135","171","0","165","6772","1499","2736","788"
"0500000US19193","Woodbury County, Iowa","39733","1064","32887","1667","127","123","32760","1625","30162","1621","5559","1140","26029","1710","2462","656","3257","833","118","103","0","165","1676","784","5170","1255"
"0500000US20015","Butler County, Kansas","25004","1070","20701","1266","0","181","20701","1266","18842","1291","3029","837","14540","1446","1388","593","3683","1013","419","196","0","181","235","206","4068","958"
"0500000US20045","Douglas County, Kansas","48508","1329","43950","1863","53","89","43897","1856","40930","1959","3113","955","39359","2059","2844","950","2448","641","42","73","0","181","1620","753","2938","1255"
"0500000US20091","Johnson County, Kansas","231960","2823","219680","2985","415","270","219265","3048","207238","3265","16949","1997","198026","3421","11192","1755","8379","1206","400","241","122","178","3065","765","9215","1680"
"0500000US20103","Leavenworth County, Kansas","27860","1080","24235","1414","0","181","24235","1414","21703","1546","3674","961","18051","1424","2034","633","3173","729","441","320","0","181","851","555","2774","846"
"0500000US20161","Riley County, Kansas","25662","1547","21707","1709","0","181","21707","1709","19129","1742","3005","969","18032","1485","2271","826","1139","507","126","156","0","181","2005","815","1950","881"
"0500000US20173","Sedgwick County, Kansas","199517","3251","173933","3484","185","172","173748","3471","159708","3773","25157","2335","141288","3720","11993","1592","13053","1763","1098","493","180","154","4441","1051","21143","2227"
"0500000US20177","Shawnee County, Kansas","73172","1641","53544","2430","164","152","53380","2432","43569","2387","6359","1058","42445","2390","7571","1229","6533","1331","1870","828","0","181","6555","1547","13073","1861"
"0500000US20209","Wyandotte County, Kansas","61248","1463","51040","1953","0","181","51040","1953","47030","1826","9714","1643","40271","2512","3004","774","2453","642","437","254","55","67","1880","530","8328","1451"
"0500000US21015","Boone County, Kentucky","48770","957","43937","1664","86","135","43851","1653","38260","1944","4351","1145","38855","2043","5338","1361","2389","788","156","262","0","201","1423","822","3410","1092"
"0500000US21029","Bullitt County, Kentucky","30553","893","26305","1347","68","106","26237","1351","23238","1422","4039","1143","20810","1684","2189","736","2612","943","549","359","0","201","611","451","3637","977"
"0500000US21037","Campbell County, Kentucky","38110","1075","32573","1616","162","240","32411","1648","29043","1679","4530","1012","27132","1720","3040","658","928","386","97","131","23","39","740","375","4797","1206"
"0500000US21047","Christian County, Kentucky","26209","1244","21682","1403","0","201","21682","1403","19114","1539","5900","1501","14242","1866","2475","965","2698","868","93","105","0","201","1496","839","3031","790"
"0500000US21059","Daviess County, Kentucky","40800","1022","35661","1411","39","68","35622","1406","32240","1477","5561","1146","28309","1641","3166","877","2733","709","131","167","50","83","326","235","4813","1028"
"0500000US21067","Fayette County, Kentucky","131929","2303","117602","2652","93","111","117509","2672","104734","2862","13667","2187","102142","3174","12290","1822","4295","1006","325","282","37","60","4782","1163","9545","1803"
"0500000US21093","Hardin County, Kentucky","42644","1324","36579","1785","308","254","36271","1816","30667","2078","5130","1151","29907","1868","5427","1514","1982","615","113","142","64","110","897","449","5168","1444"
"0500000US21111","Jefferson County, Kentucky","316174","3159","276935","4149","553","297","276382","4069","257374","4372","52219","3952","217066","5123","17324","1987","16212","1792","786","483","148","145","5089","957","34150","3104"
"0500000US21117","Kenton County, Kentucky","65362","1218","57721","1795","250","199","57471","1812","51392","2104","7064","1346","49088","1785","5671","1132","2300","667","125","156","29","47","2634","1163","5007","1049"
"0500000US21145","McCracken County, Kentucky","28363","1234","25362","1378","0","201","25362","1378","23169","1390","5511","1328","19154","1566","2074","688","1268","459","45","78","0","201","445","270","2556","708"
"0500000US21151","Madison County, Kentucky","34270","1339","29313","1640","90","105","29223","1664","27075","1730","5170","1185","22183","1848","1908","756","2930","977","240","180","0","201","902","491","4055","1043"
"0500000US21185","Oldham County, Kentucky","20761","704","19075","850","0","201","19075","850","18379","831","1825","592","16789","822","559","277","1090","421","91","158","0","201","393","291","1293","474"
"0500000US21227","Warren County, Kentucky","50489","1542","45587","1761","281","240","45306","1808","41981","1990","5822","1490","36052","2342","2837","1040","3176","837","179","267","0","201","702","375","4200","1231"
"0500000US22005","Ascension Parish, Louisiana","44267","1708","39088","2338","0","224","39088","2338","37624","2413","5614","1626","30798","2417","1464","790","4300","1666","0","224","0","224","765","404","4414","1710"
"0500000US22015","Bossier Parish, Louisiana","49735","2024","35722","2317","127","162","35595","2319","27576","2681","5748","1510","28268","2003","6955","1814","2658","826","326","379","0","224","2177","1067","11836","1859"
"0500000US22017","Caddo Parish, Louisiana","92589","2930","67225","3230","172","169","67053","3217","55637","3472","10797","1851","53591","3423","10684","2357","6696","1488","332","241","34","58","1774","647","23590","2756"
"0500000US22019","Calcasieu Parish, Louisiana","77232","2497","63774","3170","47","75","63727","3169","57207","3272","14312","2302","46180","3389","5705","1416","5236","1282","279","235","69","115","1253","724","12205","2314"
"0500000US22033","East Baton Rouge Parish, Louisiana","161536","4003","142847","4544","392","317","142455","4526","131795","4864","19609","2569","116847","4778","10121","1853","11227","1637","182","190","0","224","3530","1036","15159","2050"
"0500000US22045","Iberia Parish, Louisiana","26185","1465","22615","1808","78","139","22537","1823","21257","1771","4817","1253","16079","1887","1210","566","4859","1461","70","89","0","224","165","177","3405","1033"
"0500000US22051","Jefferson Parish, Louisiana","171991","2177","146097","3584","41","72","146056","3579","134236","3634","25637","2914","115143","4056","9354","1734","18092","2595","1079","580","83","119","2538","993","23356","2893"
"0500000US22055","Lafayette Parish, Louisiana","94490","2243","84448","2648","171","277","84277","2639","81086","2908","11083","2186","71610","3193","2930","937","3781","1033","261","342","0","224","790","443","9252","1626"
"0500000US22057","Lafourche Parish, Louisiana","36759","1475","29492","1872","23","42","29469","1866","26611","2011","3770","942","24456","2033","2312","879","2637","790","111","110","0","224","509","391","6758","1349"
"0500000US22063","Livingston Parish, Louisiana","47014","2544","37838","3229","0","224","37838","3229","26800","3056","4099","1152","32531","3369","10675","2526","1899","890","363","380","0","224","4654","1751","4522","1637"
"0500000US22071","Orleans Parish, Louisiana","151753","2527","119597","3279","41","69","119556","3280","103242","3720","21229","2138","95600","2783","15229","2092","6983","1038","511","271","45","78","4634","998","27522","2380"
"0500000US22073","Ouachita Parish, Louisiana","57835","2302","45495","2535","149","208","45346","2536","39860","2497","10906","1926","31799","2539","4467","1424","5290","1167","673","550","0","224","2166","840","10174","1540"
"0500000US22079","Rapides Parish, Louisiana","48975","1955","39589","2011","9","14","39580","2010","36316","1992","8256","1578","26650","2283","2899","760","5412","1484","286","346","0","224","722","425","8664","1534"
"0500000US22097","St. Landry Parish, Louisiana","30441","1365","17949","1550","20","39","17929","1544","14343","1543","6863","1269","9602","1356","2920","1026","2251","675","529","287","0","224","3383","1120","9109","1511"
"0500000US22103","St. Tammany Parish, Louisiana","94988","2737","84272","3045","132","181","84140","3052","79916","3012","7481","1288","73538","3304","3250","894","6231","1313","398","317","0","224","2191","1078","8525","1746"
"0500000US22105","Tangipahoa Parish, Louisiana","46526","2273","38184","2400","0","224","38184","2400","35399","2366","6746","1448","29386","2471","2279","733","3005","1027","261","258","0","224","626","606","7716","1728"
"0500000US22109","Terrebonne Parish, Louisiana","40173","1553","34547","1916","0","224","34547","1916","31521","1948","5260","1607","27566","2118","2645","971","3595","1071","262","263","0","224","780","552","4846","1128"
"0500000US23001","Androscoggin County, Maine","45924","1374","40074","1728","43","73","40031","1734","34371","1882","3817","959","34513","1692","5214","1104","1392","436","190","185","256","224","1046","524","4804","1248"
"0500000US23003","Aroostook County, Maine","30197","1212","20847","1325","76","112","20771","1331","14970","1272","2471","554","16896","1347","5378","1033","1506","395","254","123","9","15","2539","726","6811","1095"
"0500000US23005","Cumberland County, Maine","124925","2563","111786","3339","572","358","111214","3308","99925","3795","13088","2114","95617","3627","10675","1759","4184","927","165","159","46","77","3191","930","9948","1814"
"0500000US23011","Kennebec County, Maine","54480","1522","46793","1759","146","114","46647","1748","41095","1736","3325","720","42075","1982","5261","864","1882","588","180","170","25","44","1594","780","6093","1134"
"0500000US23019","Penobscot County, Maine","64096","1680","53525","2248","218","137","53307","2232","43780","2195","5663","1057","45642","2417","8916","1514","3217","662","273","152","0","172","3193","980","7378","1600"
"0500000US23031","York County, Maine","86227","2684","75713","2959","442","409","75271","3048","65641","3394","5852","1313","66309","2751","8784","1443","3838","1239","336","230","0","172","2070","864","8444","1673"
"0500000US24001","Allegany County, Maryland","26549","1492","20989","1580","95","120","20894","1573","17980","1625","3570","1037","16542","1525","2417","424","1612","511","240","131","0","210","875","484","4685","798"
"0500000US24003","Anne Arundel County, Maryland","216200","2680","202462","3872","106","125","202356","3870","188656","4213","17234","2660","183067","3940","13070","2152","5393","1347","180","154","0","210","3262","1026","10476","2164"
"0500000US24005","Baltimore County, Maryland","312466","3553","275785","4537","408","223","275377","4554","244701","5111","28445","2544","241866","4805","29663","3088","11566","2178","427","302","0","210","9617","2100","27064","2940"
"0500000US24009","Calvert County, Maryland","32780","1120","30296","1359","0","210","30296","1359","28379","1351","1769","735","27895","1384","1854","617","1095","489","0","210","0","210","925","677","1559","568"
"0500000US24013","Carroll County, Maryland","60617","1215","54078","1468","262","176","53816","1459","50506","1561","12853","1635","38702","1911","2928","707","3013","644","80","96","65","107","885","518","5654","990"
"0500000US24015","Cecil County, Maryland","38547","1614","34713","1758","0","210","34713","1758","28159","2139","4838","1235","28274","1920","6392","1549","2485","947","162","174","0","210","702","685","3132","870"
"0500000US24017","Charles County, Maryland","57732","1218","52624","1586","34","60","52590","1577","48624","1717","5041","1269","46682","1829","3808","1121","2538","626","89","99","0","210","776","571","4332","1074"
"0500000US24021","Frederick County, Maryland","93768","1685","85949","1818","58","97","85891","1830","79317","2126","8816","1321","72978","2372","5922","1346","6299","1057","399","310","0","210","1334","676","6485","1104"
"0500000US24025","Harford County, Maryland","96203","1592","89270","1923","251","235","89019","1883","80723","2172","7671","1074","80192","2004","7920","1442","3621","863","98","91","0","210","1457","507","5476","1127"
"0500000US24027","Howard County, Maryland","115772","2010","109294","2168","42","73","109252","2161","102652","2489","6068","1344","102589","2379","6282","1407","2693","842","137","234","0","210","1049","489","5429","1302"
"0500000US24031","Montgomery County, Maryland","368897","3465","344823","4347","312","252","344511","4312","320455","4635","26909","2705","312580","4946","22730","2248","15092","1870","627","298","130","158","7512","1612","16562","2448"
"0500000US24033","Prince George's County, Maryland","316361","2616","283641","4040","202","189","283439","4027","260693","4487","30218","2744","247093","4745","21107","1980","14977","2000","563","369","40","69","8883","1913","23837","2735"
"0500000US24037","St. Mary's County, Maryland","40320","1645","34520","1935","0","210","34520","1935","30221","2114","2985","846","29988","2003","3964","1195","2299","747","172","237","0","210","1172","720","4628","1391"
"0500000US24043","Washington County, Maryland","56225","1753","47384","2014","147","157","47237","2022","42102","2212","6687","1382","38993","2228","4810","1181","2163","776","78","128","33","53","829","390","8012","1290"
"0500000US24045","Wicomico County, Maryland","38088","1669","33001","1980","0","210","33001","1980","30494","2042","6301","1383","25592","2151","2220","796","1296","609","47","76","0","210","524","375","4563","903"
"0500000US24510","Baltimore city, Maryland","242694","3666","191309","4973","324","271","190985","4972","175694","5077","42291","3542","144058","5407","12732","1949","9423","1562","706","412","52","85","10607","1995","40778","3274"
"0500000US25001","Barnstable County, Massachusetts","96509","3685","88725","3806","96","114","88629","3807","80499","3742","7352","1327","79970","3978","7601","1321","2312","687","314","251","0","216","2172","912","5612","1099"
"0500000US25003","Berkshire County, Massachusetts","53792","1705","46678","1693","36","37","46642","1702","41140","1960","5662","1210","38930","2029","4942","1068","2322","657","204","153","0","216","1429","734","5685","1156"
"0500000US25005","Bristol County, Massachusetts","220528","2392","187283","3301","307","264","186976","3293","161245","4249","20452","2645","164135","3754","24648","2841","4090","984","421","482","0","216","5645","1151","27600","2407"
"0500000US25009","Essex County, Massachusetts","297898","2897","262697","4101","584","309","262113","4047","236993","4586","22510","2392","237640","3776","24616","2753","7295","1510","0","216","41","69","6977","1432","28224","2975"
"0500000US25011","Franklin County, Massachusetts","30927","954","25972","1321","187","150","25785","1330","20673","1386","3238","833","20594","1257","4526","827","2130","339","296","150","85","124","1018","645","3937","871"
"0500000US25013","Hampden County, Massachusetts","179970","2207","147303","2999","232","168","147071","2983","134137","3089","29670","2637","114966","3509","11987","1887","3823","916","317","211","205","178","11572","2076","21095","2275"
"0500000US25015","Hampshire County, Massachusetts","60002","1623","53391","1911","104","123","53287","1884","48777","2119","6436","1480","45764","2083","4412","853","1777","864","83","81","0","216","3018","1045","3593","978"
"0500000US25017","Middlesex County, Massachusetts","612366","4465","566363","4966","1084","500","565279","5080","518186","6163","47300","3961","509945","6099","44884","4301","16560","2621","694","434","256","239","7604","1390","38399","3487"
"0500000US25021","Norfolk County, Massachusetts","269717","2770","248319","3517","583","374","247736","3510","227723","3949","22155","2777","222834","3798","18775","2206","7903","1548","563","346","40","68","5119","1511","16279","2323"
"0500000US25023","Plymouth County, Massachusetts","191041","3246","172313","3857","385","283","171928","3885","154212","4165","15481","2384","154465","3902","17288","2526","4241","1236","237","218","26","42","5104","1610","13624","1985"
"0500000US25025","Suffolk County, Massachusetts","309945","4119","271500","5129","392","294","271108","5203","253726","5628","30230","3146","237666","5428","16173","1991","10144","1597","284","192","160","163","5807","1345","32638","3026"
"0500000US25027","Worcester County, Massachusetts","316162","2896","280997","4323","835","392","280162","4283","259130","4294","27545","2591","248706","5150","19908","1896","8124","1393","246","163","0","216","7708","1905","27457","2694"
"0500000US26005","Allegan County, Michigan","43667","1438","37218","1739","40","52","37178","1735","34427","1767","14654","1592","19529","1529","2425","762","3167","610","168","148","16","27","515","318","5934","1150"
"0500000US26017","Bay County, Michigan","44887","1117","39657","1438","250","185","39407","1443","35106","1589","7568","1181","29757","1937","3895","691","2155","576","336","250","35","60","937","410","4293","1036"
"0500000US26021","Berrien County, Michigan","61809","2093","46699","2333","247","132","46452","2333","41244","2318","8369","1303","34211","2196","4631","905","5296","955","329","201","0","175","5923","1490","9187","1196"
"0500000US26025","Calhoun County, Michigan","53827","1840","45954","2056","93","96","45861","2074","42239","1920","11101","1283","30578","1964","2591","583","4705","816","629","280","238","210","385","184","7488","975"
"0500000US26037","Clinton County, Michigan","30070","692","26174","942","57","71","26117","956","20151","1040","4573","837","19668","1102","5353","832","2702","602","428","297","49","83","904","346","2992","694"
"0500000US26045","Eaton County, Michigan","44420","1034","38491","1242","43","46","38448","1234","34089","1560","5597","866","30348","1257","3330","744","3791","701","416","206","0","175","703","303","5226","846"
"0500000US26049","Genesee County, Michigan","169247","2251","141035","3107","290","166","140745","3087","114108","3242","19194","2137","117463","3143","25139","2353","7576","1182","795","347","0","175","4013","976","24199","2166"
"0500000US26055","Grand Traverse County, Michigan","37408","1903","33913","1923","206","244","33707","1933","29989","1894","4275","1049","28637","2233","3507","811","1352","471","63","86","0","175","945","431","2550","817"
"0500000US26065","Ingham County, Michigan","114534","1819","100648","2341","245","200","100403","2323","90107","2864","11883","1638","84769","2777","9274","1799","6905","1176","337","280","31","38","2094","672","11792","1659"
"0500000US26073","Isabella County, Michigan","24690","969","20361","1046","74","74","20287","1033","16685","966","4535","703","13511","1079","2546","694","2782","653","759","349","47","79","1745","531","2584","517"
"0500000US26075","Jackson County, Michigan","61403","1713","52656","2232","340","231","52316","2211","48516","2234","9911","1334","38729","2226","2818","629","3937","719","619","301","92","151","1076","414","7671","1350"
"0500000US26077","Kalamazoo County, Michigan","103196","2059","91604","2538","268","213","91336","2555","82707","2896","13377","1797","74409","2835","7466","1183","5610","958","863","361","0","175","3701","915","7891","1405"
"0500000US26081","Kent County, Michigan","245437","2516","217496","3859","626","447","216870","3929","197342","4213","30359","3011","179539","3769","18417","2350","11731","1700","578","273","0","175","5658","1223","22283","2487"
"0500000US26087","Lapeer County, Michigan","33902","1026","29406","1169","64","80","29342","1173","25463","1227","5285","872","20402","1398","3664","872","3936","706","144","140","22","38","718","363","3778","829"
